timestamp_us,channel_0
34283171,13313
34284334,13318
34285495,13315
34286656,13305
34287819,13292
34288981,13272
34290140,13257
34291302,13246
34292463,13245
34293625,13253
34294786,13265
34295947,13280
34297109,13305
34298270,13341
34299433,13381
34300594,13419
34301756,13457
34302918,13496
34304079,13534
34305239,13565
34306402,13582
34307562,13589
34308724,13585
34309885,13575
34311047,13557
34312209,13536
34313376,13518
34314532,13501
34315695,13491
34316855,13488
34318018,13493
34319177,13504
34320344,13523
34321500,13549
34322662,13572
34323825,13587
34324985,13594
34326148,13583
34327310,13556
34328469,13518
34329632,13478
34330794,13448
34331956,13432
34333115,13432
34334278,13442
34335438,13459
34336602,13477
34337762,13497
34338923,13518
34340085,13537
34341247,13561
34342408,13580
34343570,13595
34344731,13605
34345893,13614
34347055,13618
34348216,13614
34349383,13600
34350538,13590
34351699,13585
34352862,13582
34354023,13586
34355184,13593
34356345,13599
34357512,13604
34358668,13608
34359830,13613
34360991,13615
34362154,13612
34363314,13605
34364476,13593
34365637,13569
34366798,13533
34367961,13496
34369122,13457
34370284,13425
34371445,13401
34372607,13381
34373769,13370
34374931,13373
34376093,13387
34377254,13410
34378414,13443
34379575,13482
34380737,13525
34381899,13565
34383060,13596
34384222,13622
34385382,13637
34386544,13642
34387706,13633
34388868,13616
34390030,13596
34391191,13573
34392353,13550
34393515,13529
34394675,13511
34395836,13497
34396998,13486
34398159,13484
34399322,13483
34400482,13487
34401644,13497
34402808,13516
34403968,13536
34405128,13549
34406291,13548
34407451,13532
34408612,13506
34409776,13476
34410935,13447
34412097,13425
34413260,13408
34414420,13397
34415582,13394
34416744,13402
34417905,13419
34419066,13441
34420227,13468
34421389,13499
34422550,13531
34423712,13557
34424873,13570
34426035,13569
34427197,13557
34428358,13531
34429519,13499
34430681,13466
34431843,13428
34433005,13400
34434165,13382
34435327,13374
34436488,13369
34437649,13374
34438811,13389
34439972,13413
34441134,13444
34442296,13479
34443458,13514
34444619,13550
34445782,13578
34446942,13593
34448104,13591
34449265,13577
34450426,13550
34451588,13519
34452749,13480
34453910,13444
34455072,13417
34456234,13406
34457396,13406
34458557,13412
34459719,13420
34460882,13429
34462042,13440
34463203,13451
34464366,13458
34465527,13455
34466687,13446
34467848,13429
34469011,13410
34470171,13392
34471333,13374
34472494,13364
34473657,13360
34474819,13360
34475981,13367
34477140,13372
34478303,13381
34479463,13396
34480625,13420
34481786,13445
34482948,13469
34484109,13490
34485270,13505
34486433,13513
34487594,13503
34488756,13485
34489918,13459
34491078,13427
34492240,13392
34493403,13359
34494563,13323
34495726,13292
34496887,13268
34498048,13252
34499209,13241
34500376,13245
34501532,13264
34502695,13291
34503856,13321
34505018,13352
34506180,13376
34507339,13388
34508501,13386
34509662,13373
34510824,13354
34511986,13337
34513147,13316
34514309,13299
34515470,13294
34516631,13296
34517794,13307
34518955,13323
34520117,13339
34521278,13360
34522438,13377
34523600,13394
34524762,13403
34525924,13406
34527085,13391
34528246,13367
34529408,13336
34530570,13303
34531731,13274
34532893,13250
34534057,13234
34535216,13227
34536383,13225
34537538,13228
34538699,13231
34539861,13240
34541027,13251
34542184,13264
34543346,13276
34544511,13291
34545669,13306
34546831,13311
34547993,13311
34549155,13305
34550316,13297
34551476,13285
34552640,13272
34553799,13258
34554961,13250
34556123,13252
34557284,13264
34558445,13290
34559607,13319
34560769,13351
34561930,13380
34563092,13401
34564254,13413
34565414,13414
34566575,13408
34567737,13394
34568899,13371
34570060,13345
34571222,13322
34572384,13307
34573545,13301
34574706,13305
34575868,13317
34577030,13329
34578191,13341
34579352,13351
34580517,13358
34581677,13359
34582836,13359
34583999,13353
34585160,13343
34586323,13330
34587483,13308
34588644,13285
34589805,13270
34590968,13265
34592129,13264
34593292,13265
34594451,13265
34595615,13269
34596774,13278
34597936,13287
34599098,13297
34600259,13310
34601420,13323
34602582,13341
34603744,13362
34604906,13383
34606068,13399
34607228,13410
34608391,13417
34609551,13420
34610712,13418
34611873,13414
34613035,13408
34614198,13401
34615358,13392
34616519,13381
34617684,13371
34618844,13363
34620005,13362
34621165,13365
34622329,13370
34623490,13374
34624650,13366
34625812,13342
34626973,13312
34628136,13278
34629296,13245
34630458,13218
34631619,13204
34632781,13208
34633943,13224
34635103,13251
34636265,13283
34637428,13314
34638588,13340
34639749,13365
34640910,13405
34642071,13447
34643233,13480
34644394,13503
34645555,13513
34646717,13502
34647878,13474
34649040,13436
34650201,13395
34651363,13361
34652524,13347
34653685,13357
34654847,13377
34656009,13397
34657177,13408
34658332,13411
34659493,13414
34660655,13423
34661816,13434
34662978,13447
34664143,13458
34665301,13466
34666462,13464
34667626,13453
34668787,13435
34669948,13412
34671118,13387
34672273,13363
34673433,13342
34674595,13331
34675756,13329
34676918,13341
34678080,13361
34679240,13405
34680401,13460
34681565,13504
34682724,13521
34683886,13515
34685048,13500
34686211,13495
34687376,13509
34688532,13516
34689693,13498
34690855,13471
34692017,13452
34693179,13444
34694339,13436
34695500,13428
34696662,13440
34697824,13479
34698986,13534
34700147,13577
34701309,13570
34702471,13529
34703631,13483
34704793,13449
34705954,13426
34707116,13417
34708277,13412
34709439,13397
34710600,13372
34711762,13351
34712923,13343
34714085,13334
34715246,13317
34716408,13310
34717569,13314
34718732,13321
34719893,13368
34721055,13489
34722215,13622
34723379,13666
34724539,13644
34725699,13606
34726861,13572
34728023,13538
34729184,13509
34730346,13480
34731512,13441
34732670,13411
34733831,13386
34734993,13363
34736154,13364
34737315,13389
34738476,13428
34739640,13463
34740799,13493
34741960,13525
34743122,13557
34744283,13587
34745445,13613
34746607,13610
34747769,13578
34748931,13543
34750092,13509
34751254,13457
34752416,13402
34753575,13356
34754737,13311
34755899,13271
34757060,13247
34758223,13239
34759384,13241
34760545,13275
34761707,13339
34762868,13389
34764030,13418
34765190,13443
34766352,13466
34767516,13491
34768675,13512
34769836,13522
34770998,13549
34772159,13596
34773322,13580
34774483,13515
34775644,13495
34776806,13540
34777968,13606
34779129,13639
34780290,13680
34781451,13703
34782614,13647
34783774,13575
34784936,13505
34786098,13445
34787260,13394
34788420,13359
34789582,13332
34790743,13292
34791905,13247
34793067,13202
34794228,13161
34795391,13131
34796553,13114
34797712,13114
34798880,13128
34800036,13161
34801196,13206
34802360,13247
34803520,13268
34804682,13259
34805842,13222
34807005,13171
34808168,13120
34809329,13083
34810490,13074
34811650,13092
34812811,13129
34813973,13177
34815134,13243
