timestamp_us,channel_0
28746606,13157
28747767,13140
28748928,13135
28750091,13148
28751251,13175
28752415,13211
28753575,13245
28754736,13272
28755897,13287
28757059,13292
28758220,13295
28759383,13295
28760543,13297
28761705,13299
28762867,13294
28764028,13289
28765189,13287
28766352,13287
28767514,13288
28768673,13294
28769835,13305
28770996,13317
28772158,13330
28773320,13345
28774481,13353
28775643,13347
28776804,13334
28777966,13313
28779128,13290
28780288,13268
28781455,13248
28782611,13232
28783773,13218
28784936,13207
28786097,13198
28787258,13193
28788424,13195
28789581,13210
28790742,13229
28791905,13243
28793066,13254
28794226,13261
28795388,13258
28796549,13246
28797711,13232
28798872,13213
28800035,13198
28801196,13185
28802357,13179
28803518,13176
28804680,13176
28805842,13182
28807004,13195
28808164,13216
28809326,13243
28810487,13274
28811648,13301
28812810,13326
28813971,13345
28815133,13350
28816296,13337
28817457,13309
28818617,13281
28819779,13255
28820941,13231
28822102,13215
28823265,13210
28824427,13209
28825586,13213
28826748,13223
28827909,13237
28829070,13262
28830241,13290
28831393,13318
28832556,13332
28833718,13334
28834878,13328
28836042,13316
28837201,13295
28838365,13272
28839524,13248
28840686,13224
28841847,13204
28843009,13194
28844171,13194
28845332,13203
28846494,13220
28847655,13241
28848817,13274
28849979,13316
28851139,13356
28852301,13391
28853462,13417
28854623,13429
28855785,13428
28856946,13413
28858108,13390
28859269,13363
28860432,13337
28861593,13314
28862755,13294
28863916,13273
28865078,13253
28866239,13248
28867400,13256
28868561,13269
28869723,13288
28870888,13317
28872046,13339
28873208,13354
28874374,13355
28875531,13345
28876692,13332
28877854,13311
28879015,13287
28880176,13262
28881339,13240
28882499,13227
28883661,13223
28884822,13228
28885985,13238
28887146,13250
28888309,13267
28889469,13285
28890630,13304
28891792,13319
28892955,13327
28894116,13329
28895277,13317
28896437,13298
28897598,13274
28898761,13251
28899921,13233
28901084,13222
28902245,13221
28903407,13225
28904568,13234
28905730,13248
28906892,13258
28908052,13269
28909215,13285
28910378,13308
28911536,13330
28912697,13350
28913859,13364
28915020,13369
28916186,13367
28917345,13351
28918508,13327
28919666,13290
28920829,13243
28921990,13195
28923158,13155
28924312,13121
28925474,13101
28926636,13099
28927797,13110
28928959,13136
28930121,13175
28931283,13216
28932444,13258
28933605,13301
28934767,13331
28935929,13352
28937090,13359
28938250,13356
28939412,13350
28940573,13334
28941735,13310
28942896,13288
28944058,13276
28945221,13268
28946381,13270
28947543,13278
28948706,13297
28949866,13321
28951028,13345
28952189,13365
28953350,13376
28954514,13376
28955672,13367
28956834,13353
28957995,13333
28959158,13309
28960318,13289
28961482,13273
28962646,13257
28963805,13244
28964966,13242
28966126,13247
28967288,13255
28968449,13262
28969615,13267
28970772,13272
28971934,13274
28973095,13268
28974257,13260
28975418,13250
28976581,13238
28977743,13226
28978904,13213
28980064,13203
28981226,13197
28982387,13197
28983548,13206
28984710,13222
28985871,13239
28987034,13257
28988196,13277
28989356,13300
28990518,13324
28991680,13346
28992842,13362
28994002,13370
28995163,13366
28996326,13349
28997486,13322
28998648,13290
28999809,13261
29000971,13238
29002132,13220
29003295,13217
29004456,13224
29005618,13240
29006779,13267
29007939,13295
29009101,13328
29010262,13360
29011423,13381
29012589,13392
29013747,13385
29014909,13363
29016070,13335
29017231,13299
29018395,13263
29019558,13237
29020718,13216
29021879,13201
29023041,13191
29024201,13188
29025362,13194
29026523,13211
29027685,13234
29028846,13264
29030008,13304
29031169,13348
29032331,13386
29033492,13412
29034655,13420
29035817,13403
29036978,13364
29038138,13313
29039301,13263
29040462,13220
29041622,13192
29042784,13179
29043946,13179
29045108,13188
29046269,13208
29047432,13237
29048593,13273
29049755,13309
29050914,13347
29052076,13373
29053237,13390
29054398,13398
29055560,13395
29056722,13385
29057883,13370
29059046,13353
29060208,13334
29061369,13311
29062529,13286
29063692,13262
29064852,13241
29066014,13223
29067175,13210
29068337,13200
29069498,13200
29070660,13208
29071822,13225
29072982,13247
29074146,13269
29075307,13285
29076467,13289
29077630,13288
29078790,13281
29079952,13275
29081113,13264
29082275,13257
29083436,13245
29084598,13237
29085759,13240
