timestamp_us,channel_0
34294594,13541
34295754,13545
34296916,13548
34298077,13562
34299238,13580
34300400,13605
34301561,13629
34302723,13647
34303885,13658
34305047,13666
34306206,13668
34307369,13663
34308529,13660
34309690,13660
34310853,13661
34312014,13666
34313177,13677
34314338,13695
34315498,13718
34316659,13746
34317821,13770
34318982,13793
34320144,13808
34321307,13815
34322467,13816
34323628,13805
34324791,13790
34325952,13763
34327114,13732
34328274,13704
34329436,13672
34330599,13640
34331759,13610
34332920,13581
34334082,13557
34335245,13547
34336406,13550
34337567,13564
34338728,13582
34339889,13603
34341052,13620
34342213,13634
34343380,13639
34344536,13638
34345697,13631
34346859,13615
34348020,13592
34349182,13568
34350343,13546
34351505,13530
34352666,13519
34353828,13512
34354989,13517
34356152,13524
34357312,13532
34358475,13539
34359637,13544
34360796,13540
34361957,13535
34363119,13528
34364281,13525
34365442,13526
34366604,13533
34367766,13542
34368927,13548
34370088,13551
34371251,13553
34372412,13552
34373574,13555
34374736,13557
34375897,13555
34377057,13554
34378218,13555
34379384,13557
34380541,13559
34381705,13561
34382866,13562
34384028,13557
34385188,13540
34386350,13514
34387517,13492
34388674,13481
34389835,13481
34390997,13486
34392157,13496
34393319,13509
34394480,13524
34395641,13540
34396802,13555
34397964,13571
34399127,13590
34400287,13610
34401450,13627
34402612,13637
34403771,13647
34404933,13650
34406094,13647
34407257,13633
34408418,13614
34409579,13594
34410740,13573
34411902,13551
34413064,13527
34414225,13503
34415388,13485
34416548,13469
34417711,13458
34418871,13453
34420033,13453
34421195,13452
34422355,13457
34423519,13464
34424679,13474
34425841,13480
34427001,13485
34428163,13492
34429324,13498
34430486,13497
34431650,13487
34432810,13476
34433972,13463
34435133,13451
34436294,13438
34437455,13431
34438616,13428
34439778,13426
34440939,13430
34442101,13430
34443264,13426
34444425,13419
34445587,13411
34446748,13405
34447909,13406
34449070,13407
34450231,13403
34451393,13397
34452555,13391
34453717,13384
34454879,13384
34456039,13386
34457200,13387
34458362,13385
34459523,13379
34460687,13377
34461846,13376
34463007,13369
34464170,13356
34465331,13339
34466493,13320
34467654,13308
34468818,13305
34469977,13309
34471140,13317
34472300,13328
34473462,13337
34474624,13346
34475786,13351
34476946,13350
34478108,13351
34479269,13354
34480430,13359
34481592,13369
34482754,13377
34483915,13378
34485077,13373
34486238,13360
34487400,13345
34488562,13330
34489724,13314
34490885,13303
34492047,13292
34493207,13287
34494369,13287
34495529,13293
34496691,13302
34497853,13314
34499014,13329
34500177,13348
34501338,13364
34502500,13379
34503661,13389
34504823,13391
34505983,13385
34507145,13375
34508307,13365
34509467,13354
34510629,13339
34511791,13326
34512952,13318
34514119,13314
34515276,13312
34516438,13311
34517599,13315
34518761,13323
34519921,13330
34521087,13337
34522244,13350
34523406,13369
34524567,13387
34525730,13400
34526891,13407
34528052,13408
34529214,13402
34530380,13391
34531537,13376
34532699,13360
34533861,13345
34535020,13333
34536183,13323
34537343,13316
34538506,13311
34539666,13306
34540828,13303
34541989,13306
34543151,13310
34544313,13314
34545475,13316
34546637,13314
34547799,13309
34548960,13308
34550120,13310
34551281,13310
34552443,13307
34553604,13309
34554766,13313
34555928,13325
34557089,13344
34558252,13370
34559413,13388
34560574,13399
34561735,13406
34562896,13405
34564058,13393
34565219,13372
34566383,13346
34567543,13328
34568704,13323
34569866,13329
34571027,13342
34572188,13358
