timestamp_us,channel_0
17728927,13387
17730088,13387
17731249,13392
17732411,13393
17733572,13390
17734733,13392
17735894,13393
17737056,13396
17738218,13400
17739384,13401
17740540,13401
17741702,13402
17742865,13403
17744025,13403
17745188,13400
17746349,13402
17747510,13405
17748672,13406
17749833,13408
17750994,13413
17752155,13420
17753318,13424
17754478,13425
17755640,13422
17756803,13414
17757965,13402
17759125,13386
17760287,13370
17761449,13356
17762609,13355
17763771,13354
17764932,13353
17766093,13350
17767254,13347
17768416,13348
17769577,13349
17770739,13349
17771900,13348
17773063,13344
17774223,13340
17775388,13332
17776547,13327
17777709,13321
17778869,13321
17780031,13317
17781192,13313
17782353,13312
17783516,13307
17784677,13300
17785838,13288
17787000,13279
17788161,13275
17789323,13273
17790485,13278
17791646,13287
17792807,13298
17793970,13312
17795131,13330
17796292,13352
17797453,13374
17798615,13388
17799776,13392
17800938,13396
17802100,13394
17803262,13392
17804423,13386
17805584,13382
17806746,13374
17807906,13366
17809069,13356
17810230,13348
17811397,13350
17812553,13355
17813714,13356
17814875,13355
17816037,13354
17817200,13357
17818359,13369
17819522,13385
17820683,13394
17821845,13398
17823006,13399
17824169,13395
17825329,13389
17826490,13384
17827652,13375
17828813,13368
17829976,13362
17831136,13354
17832298,13344
17833461,13336
17834622,13330
17835783,13324
17836943,13321
17838105,13320
17839268,13326
17840433,13334
17841591,13344
17842751,13351
17843913,13359
17845076,13367
17846237,13373
17847403,13375
17848559,13375
17849721,13378
17850881,13381
17852043,13373
17853205,13366
17854366,13356
17855531,13340
17856689,13324
17857851,13307
17859013,13294
17860173,13287
17861336,13284
17862497,13285
17863659,13293
17864820,13299
17865981,13301
17867144,13297
17868305,13292
17869465,13288
17870626,13278
17871788,13267
17872949,13261
17874112,13266
17875276,13273
17876434,13281
17877597,13288
17878759,13296
17879919,13306
17881080,13309
17882243,13312
17883404,13313
17884565,13314
17885726,13320
17886887,13325
17888051,13325
17889211,13326
17890373,13324
17891537,13321
17892696,13315
17893857,13308
17895018,13299
17896180,13289
17897341,13282
17898502,13276
17899664,13268
17900825,13258
17901986,13252
17903148,13251
17904311,13258
17905471,13270
17906632,13284
17907795,13297
17908956,13315
17910117,13331
17911279,13345
17912440,13357
17913602,13370
17914763,13389
17915925,13410
17917088,13431
17918248,13448
17919412,13455
17920570,13462
17921734,13463
17922894,13463
17924055,13463
17925216,13458
17926379,13449
17927541,13439
17928701,13425
17929863,13414
17931024,13400
17932185,13391
17933347,13381
17934508,13371
17935670,13358
17936832,13346
17937993,13326
17939156,13308
17940316,13289
17941477,13264
17942638,13238
17943800,13215
17944962,13192
17946123,13172
17947284,13158
17948446,13156
17949607,13163
17950770,13174
17951932,13187
17953092,13203
17954255,13222
17955416,13241
17956576,13257
17957738,13265
17958899,13261
17960061,13251
17961222,13239
17962385,13224
17963545,13209
17964707,13187
17965869,13169
17967029,13155
17968191,13145
17969352,13137
17970514,13135
17971677,13139
17972839,13147
17973999,13157
17975161,13170
17976323,13184
17977483,13202
17978645,13229
17979808,13258
17980969,13286
17982129,13305
17983291,13321
17984453,13324
17985614,13314
17986775,13295
17987937,13277
17989098,13253
17990261,13233
17991421,13220
17992582,13218
17993746,13234
17994906,13267
17996068,13313
17997230,13353
17998397,13380
17999552,13384
18000714,13358
18001874,13307
18003035,13236
18004197,13158
18005358,13087
18006520,13031
18007681,12992
18008843,12968
18010005,12960
18011165,12969
18012327,12993
18013490,13030
18014651,13077
18015812,13124
18016973,13177
18018135,13232
18019296,13288
18020463,13336
18021619,13364
18022781,13371
18023944,13348
18025105,13304
18026265,13248
18027428,13194
18028589,13140
18029749,13096
18030912,13072
18032072,13063
18033234,13060
18034400,13069
18035558,13086
18036718,13099
18037880,13106
18039043,13107
18040204,13105
18041366,13093
18042531,13079
18043688,13065
18044849,13056
18046011,13063
18047172,13087
18048333,13128
18049495,13170
18050656,13212
18051818,13252
18052980,13281
18054140,13294
18055302,13287
18056469,13270
18057626,13247
18058792,13234
18059948,13240
18061111,13247
18062272,13238
18063434,13207
18064594,13162
18065758,13119
18066919,13086
18068079,13070
18069240,13098
18070403,13175
18071564,13264
18072725,13348
18073886,13395
18075047,13395
18076210,13357
18077370,13295
18078535,13230
18079693,13181
18080857,13152
18082016,13133
18083179,13116
18084339,13104
18085501,13107
18086663,13117
18087824,13123
18088985,13130
18090147,13151
18091310,13189
18092470,13244
18093631,13321
18094792,13403
18095956,13476
18097117,13506
