timestamp_us,channel_0
34323820,13072
34324983,13061
34326145,13062
34327304,13069
34328468,13083
34329627,13107
34330789,13126
34331950,13141
34333112,13152
34334273,13159
34335440,13167
34336596,13179
34337759,13191
34338920,13203
34340082,13212
34341244,13214
34342410,13210
34343567,13194
34344728,13179
34345889,13165
34347051,13155
34348212,13155
34349378,13170
34350534,13195
34351697,13223
34352858,13243
34354020,13259
34355181,13268
34356343,13277
34357507,13287
34358667,13293
34359827,13298
34360988,13296
34362149,13295
34363311,13292
34364472,13288
34365635,13285
34366796,13286
34367958,13291
34369118,13304
34370280,13318
34371443,13331
34372603,13339
34373764,13339
34374926,13338
34376088,13332
34377251,13318
34378411,13300
34379573,13284
34380734,13273
34381897,13265
34383059,13262
34384218,13266
34385380,13273
34386543,13287
34387705,13303
34388865,13322
34390026,13344
34391187,13364
34392349,13394
34393512,13432
34394672,13464
34395834,13495
34396995,13523
34398158,13546
34399317,13564
34400480,13573
34401640,13572
34402802,13563
34403963,13544
34405127,13521
34406287,13496
34407448,13476
34408609,13463
34409772,13460
34410933,13461
34412095,13469
34413256,13481
34414419,13497
34415580,13521
34416742,13550
34417901,13571
34419068,13585
34420225,13591
34421386,13590
34422549,13581
34423709,13570
34424870,13562
34426034,13561
34427194,13560
34428355,13566
34429518,13573
34430678,13580
34431839,13589
34433001,13596
34434163,13602
34435324,13601
34436486,13600
34437647,13603
34438809,13602
34439970,13604
34441133,13600
34442293,13589
34443454,13578
34444617,13564
34445779,13553
34446941,13545
34448101,13544
34449262,13552
34450423,13565
34451585,13583
34452747,13599
34453909,13612
34455070,13624
34456232,13632
34457394,13636
34458556,13634
34459717,13627
34460876,13617
34462038,13602
34463201,13582
34464363,13561
34465524,13538
34466686,13516
34467847,13503
34469008,13493
34470169,13496
34471330,13505
34472493,13524
34473655,13552
34474815,13581
34475977,13610
34477138,13633
34478300,13655
34479461,13674
34480622,13685
34481784,13682
34482945,13670
34484107,13647
34485270,13624
34486431,13608
34487592,13601
34488753,13597
