timestamp_us,channel_0
94966984,13163
94968145,13160
94969308,13164
94970469,13172
94971631,13179
94972792,13185
94973954,13188
94975114,13190
94976276,13192
94977437,13188
94978599,13179
94979760,13172
94980921,13165
94982083,13156
94983246,13161
94984408,13174
94985569,13184
94986729,13182
94987892,13178
94989054,13175
94990213,13176
94991378,13177
94992536,13178
94993698,13177
94994859,13175
94996021,13171
94997183,13167
94998345,13165
94999510,13168
95000668,13171
95001829,13179
95002992,13187
95004152,13196
95005314,13202
95006474,13202
95007636,13203
95008798,13205
95009960,13210
95011124,13207
95012281,13204
95013444,13195
95014605,13189
95015768,13186
95016928,13182
95018094,13179
95019252,13177
95020412,13173
95021574,13175
95022735,13178
95023897,13187
95025058,13196
95026221,13209
95027382,13222
95028543,13232
95029705,13237
95030867,13238
95032029,13241
95033189,13239
95034351,13238
95035514,13235
95036673,13229
95037834,13222
95038996,13218
95040158,13210
95041321,13204
95042481,13197
95043643,13195
95044804,13195
95045965,13196
95047127,13202
95048288,13207
95049449,13213
95050611,13216
95051772,13215
95052935,13212
95054096,13206
95055257,13199
95056419,13190
95057582,13178
95058741,13170
95059903,13170
95061066,13172
95062226,13183
95063387,13195
95064549,13209
95065710,13221
95066873,13231
95068033,13239
95069195,13242
95070357,13245
95071518,13247
95072680,13251
95073841,13253
95075002,13251
95076163,13241
95077325,13226
95078487,13210
95079648,13199
95080809,13187
95081971,13180
95083133,13170
95084294,13158
95085457,13145
95086617,13135
95087780,13132
95088940,13131
95090101,13131
95091263,13132
95092426,13142
95093586,13160
95094753,13178
95095911,13191
95097072,13199
95098232,13205
95099395,13216
95100557,13227
95101718,13240
95102878,13251
95104040,13261
95105201,13265
95106365,13262
95107524,13263
95108686,13266
95109847,13266
95111008,13265
95112171,13259
95113331,13250
95114494,13235
95115655,13219
95116816,13206
95117977,13194
95119138,13186
95120301,13183
95121462,13180
95122623,13180
95123784,13186
95124947,13198
95126108,13212
95127269,13230
95128431,13247
95129593,13261
95130754,13266
95131915,13266
95133078,13261
95134238,13250
95135399,13232
95136561,13215
95137722,13202
95138883,13197
95140044,13197
95141207,13201
